Gene stable ID	Transcript length (including UTRs and CDS)
WBGene00020867	2380
WBGene00020867	2209
WBGene00020867	1889
WBGene00020867	1086
WBGene00020867	1796
WBGene00020868	582
WBGene00020868	579
WBGene00020869	663
WBGene00020870	683
WBGene00020871	390
WBGene00020874	888
WBGene00020875	556
WBGene00020877	939
WBGene00020878	749
WBGene00020879	1661
WBGene00020880	1035
WBGene00020881	730
WBGene00020882	1464
WBGene00020883	1093
WBGene00020884	1756
WBGene00020884	1813
WBGene00020884	1841
WBGene00020886	575
WBGene00020887	578
WBGene00020887	700
WBGene00020888	1488
WBGene00020889	1570
WBGene00020890	1297
WBGene00020891	2253
WBGene00020891	2210
WBGene00020891	2115
WBGene00020891	1971
WBGene00020893	1010
WBGene00020894	734
WBGene00020895	1089
WBGene00020895	1212
WBGene00020895	1802
WBGene00020895	1311
WBGene00020895	1225
WBGene00020896	468
WBGene00020896	730
WBGene00020897	3370
WBGene00020898	946
WBGene00020899	186
WBGene00020900	1062
WBGene00020901	748
WBGene00020901	611
WBGene00020901	700
WBGene00020902	2449
WBGene00020902	695
WBGene00020903	2388
WBGene00020904	1210
WBGene00020904	1216
WBGene00020905	1596
WBGene00020906	1486
WBGene00020908	1932
WBGene00020909	1422
WBGene00020909	723
WBGene00020910	1175
WBGene00020911	2365
WBGene00020912	701
WBGene00020912	697
WBGene00020913	449
WBGene00020914	2659
WBGene00020914	3402
WBGene00020914	447
WBGene00020915	1785
WBGene00020917	400
WBGene00020918	436
WBGene00020919	4067
WBGene00020920	1936
WBGene00020920	2015
WBGene00020921	1893
WBGene00020921	1591
WBGene00020922	180
WBGene00020923	336
WBGene00020924	1527
WBGene00020927	1172
WBGene00020929	641
WBGene00020929	924
WBGene00020930	2517
WBGene00020930	2514
WBGene00020930	2499
WBGene00020930	2575
WBGene00020930	2359
WBGene00020930	2555
WBGene00020930	2224
WBGene00020930	2449
WBGene00020930	2583
WBGene00020930	1113
WBGene00020930	2138
WBGene00020930	1422
WBGene00020930	1347
WBGene00020931	550
WBGene00020932	1641
WBGene00020932	1564
WBGene00020932	1457
WBGene00020933	1430
WBGene00020933	1346
WBGene00020935	4670
WBGene00020936	1815
WBGene00020936	1567
WBGene00020937	350
WBGene00020938	1276
WBGene00020939	1608
WBGene00020940	825
WBGene00020941	829
WBGene00020942	1298
WBGene00020943	456
WBGene00020945	819
WBGene00020946	402
WBGene00020947	1073
WBGene00020948	1369
WBGene00020949	1264
WBGene00020949	1280
WBGene00020949	1369
WBGene00020949	1289
WBGene00020949	1395
WBGene00020949	1428
WBGene00020949	1311
WBGene00020949	1412
WBGene00020949	739
WBGene00020949	1372
WBGene00020950	1642
WBGene00020951	873
WBGene00020952	2323
WBGene00020952	2256
WBGene00020952	2477
WBGene00020952	2184
WBGene00020952	1497
WBGene00020953	1022
WBGene00020954	933
WBGene00020954	501
WBGene00020955	1563
WBGene00020955	1365
WBGene00020955	948
WBGene00020957	2110
WBGene00020961	1158
WBGene00020961	522
WBGene00020962	1861
WBGene00020964	5090
WBGene00020966	2815
WBGene00020967	1020
WBGene00020970	2440
WBGene00020970	2437
WBGene00020970	930
WBGene00020972	2697
WBGene00020973	3412
WBGene00020973	1059
WBGene00020973	1040
WBGene00020974	1746
WBGene00020976	2116
WBGene00020976	2028
WBGene00020976	2143
WBGene00020976	2134
WBGene00020976	2002
WBGene00020976	1590
WBGene00020976	1603
WBGene00020977	2210
WBGene00020978	2000
WBGene00020979	720
WBGene00020982	480
WBGene00020983	930
WBGene00020983	600
WBGene00020984	1133
WBGene00020985	1207
WBGene00020985	2343
WBGene00020985	1179
WBGene00020985	1095
WBGene00020986	522
WBGene00020987	916
WBGene00020988	1070
WBGene00020989	1376
WBGene00020990	1114
WBGene00020990	1064
WBGene00020993	1273
WBGene00020993	264
WBGene00020994	908
WBGene00020995	508
WBGene00020995	470
WBGene00020995	78
WBGene00020995	30
WBGene00020997	1046
WBGene00020997	1090
WBGene00020999	1805
WBGene00020999	288
WBGene00021000	883
WBGene00021002	2401
WBGene00021002	1938
WBGene00021003	863
WBGene00021004	1933
WBGene00021005	806
WBGene00021005	405
WBGene00021006	697
WBGene00021007	4288
WBGene00021007	4169
WBGene00021008	963
WBGene00021009	5310
WBGene00021009	2037
WBGene00021009	5308
WBGene00021009	5021
WBGene00021009	4078
WBGene00021009	5025
WBGene00021009	4149
WBGene00021009	3861
WBGene00021009	3963
WBGene00021009	3675
WBGene00021009	3684
WBGene00021009	3396
WBGene00021009	3438
WBGene00021009	3150
WBGene00021009	4862
WBGene00021010	1201
WBGene00021011	1416
WBGene00021012	2439
WBGene00021012	2778
WBGene00021012	2449
WBGene00021012	2109
WBGene00021012	1380
WBGene00021012	1368
WBGene00021012	1389
WBGene00021012	1377
WBGene00021014	1701
WBGene00021015	1881
WBGene00021016	1514
WBGene00021017	1771
WBGene00021020	1380
WBGene00021020	1281
WBGene00021020	1802
WBGene00021021	747
WBGene00021022	1145
WBGene00021023	814
WBGene00021024	452
WBGene00021025	1589
WBGene00021026	549
WBGene00021027	1167
WBGene00021028	1869
WBGene00021029	258
WBGene00021030	270
WBGene00021031	375
WBGene00021032	744
WBGene00021032	534
WBGene00021033	1005
WBGene00021035	797
WBGene00021036	6223
WBGene00021036	2841
WBGene00021036	2491
WBGene00021036	3057
WBGene00021036	5348
WBGene00021038	1436
WBGene00021038	519
WBGene00021039	3813
WBGene00021041	1774
WBGene00021042	924
WBGene00021043	2061
WBGene00021044	679
WBGene00021046	534
WBGene00021047	2083
WBGene00021047	2330
WBGene00021047	3868
WBGene00021047	117
WBGene00021047	2327
WBGene00021048	1329
WBGene00021048	1305
WBGene00021049	2996
WBGene00021051	2628
WBGene00021052	2312
WBGene00021053	2428
WBGene00021053	3349
WBGene00021054	944
WBGene00021056	1456
WBGene00021057	1660
WBGene00021058	3247
WBGene00021059	977
WBGene00021060	915
WBGene00021061	2279
WBGene00021063	999
WBGene00021066	1546
WBGene00021068	3809
WBGene00021070	1094
WBGene00021072	1106
WBGene00021072	423
WBGene00021073	2208
WBGene00021073	1236
WBGene00021074	1526
WBGene00021074	396
WBGene00021075	1082
WBGene00021075	666
WBGene00021076	3770
WBGene00021078	1985
WBGene00021078	2007
WBGene00021078	2034
WBGene00021078	1941
WBGene00021078	2101
WBGene00021078	2024
WBGene00021078	1260
WBGene00021079	510
WBGene00021079	60
WBGene00021080	932
WBGene00021080	258
WBGene00021081	1311
WBGene00021082	1243
WBGene00021083	484
WBGene00021084	529
WBGene00021085	567
WBGene00021086	541
WBGene00021087	800
WBGene00021088	1692
WBGene00021088	1886
WBGene00021089	630
WBGene00021089	630
WBGene00021090	276
WBGene00021091	294
WBGene00021092	1250
WBGene00021093	884
WBGene00021094	589
WBGene00021095	1106
WBGene00021096	687
WBGene00021097	1368
WBGene00021097	1417
WBGene00021097	1212
WBGene00021098	639
WBGene00021099	504
WBGene00021101	594
WBGene00021101	588
WBGene00021103	1794
WBGene00021103	1179
WBGene00021103	713
WBGene00021104	838
WBGene00021104	1010
WBGene00021104	279
WBGene00021104	844
WBGene00021104	972
WBGene00021106	924
WBGene00021107	951
WBGene00021108	546
WBGene00021109	1430
WBGene00021110	1485
WBGene00021111	1203
WBGene00021112	1081
WBGene00021113	1111
WBGene00021113	1034
WBGene00021114	903
WBGene00021115	534
WBGene00021116	1253
WBGene00021117	901
WBGene00021118	2093
WBGene00021120	599
WBGene00021121	1369
WBGene00021122	1014
WBGene00021123	708
WBGene00021124	1401
WBGene00021125	1302
WBGene00021125	1152
WBGene00021127	819
WBGene00021127	498
WBGene00021127	315
WBGene00021128	1338
WBGene00021128	1326
WBGene00021129	447
WBGene00021131	627
WBGene00021131	802
WBGene00021131	222
WBGene00021131	618
WBGene00021132	1587
WBGene00021132	990
WBGene00021133	471
WBGene00021133	48
WBGene00021134	618
WBGene00021135	667
WBGene00021136	655
WBGene00021138	957
WBGene00021139	1356
WBGene00021141	1015
WBGene00021142	575
WBGene00021143	696
WBGene00021144	662
WBGene00021145	703
WBGene00021146	3352
WBGene00021146	3386
WBGene00021146	2941
WBGene00021148	1607
WBGene00021149	697
WBGene00021149	642
WBGene00021150	273
WBGene00021152	3247
WBGene00021152	3250
WBGene00021152	1797
WBGene00021152	1791
WBGene00021152	1203
WBGene00021152	1197
WBGene00021153	1482
WBGene00021154	451
WBGene00021155	1548
WBGene00021156	1596
WBGene00021156	1647
WBGene00021156	1759
WBGene00021156	1631
WBGene00021156	2354
WBGene00021156	1547
WBGene00021156	1702
WBGene00021156	2408
WBGene00021156	1524
WBGene00021157	1668
WBGene00021157	1218
WBGene00021157	438
WBGene00021158	1846
WBGene00021158	2635
WBGene00021158	2175
WBGene00021159	1535
WBGene00021160	1660
WBGene00021161	645
WBGene00021161	593
WBGene00021162	560
WBGene00021163	1275
WBGene00021164	1237
WBGene00021164	1071
WBGene00021165	549
WBGene00021166	894
WBGene00021167	1648
WBGene00021168	1592
WBGene00021168	2035
WBGene00021169	1002
WBGene00021170	1046
WBGene00021171	4181
WBGene00021172	647
WBGene00021173	693
WBGene00021174	1255
WBGene00021175	768
WBGene00021175	621
WBGene00021176	1141
WBGene00021177	1026
WBGene00021178	1368
WBGene00021179	916
WBGene00021180	1908
WBGene00021183	1184
WBGene00021183	1406
WBGene00021185	1469
WBGene00021188	210
WBGene00021190	672
WBGene00021191	979
WBGene00021191	870
WBGene00021191	453
WBGene00021192	1415
WBGene00021193	907
WBGene00021195	804
WBGene00021196	746
WBGene00021196	553
WBGene00021197	938
WBGene00021198	1620
WBGene00021199	306
WBGene00021200	1597
WBGene00021201	895
WBGene00021202	1110
WBGene00021204	1041
WBGene00021204	1170
WBGene00021205	1522
WBGene00021205	1314
WBGene00021207	1557
WBGene00021208	947
WBGene00021208	910
WBGene00021208	679
WBGene00021209	4301
WBGene00021209	1830
WBGene00021209	2247
WBGene00021209	2904
WBGene00021209	3946
WBGene00021210	846
WBGene00021210	957
WBGene00021212	759
WBGene00021212	195
WBGene00021213	1826
WBGene00021214	1544
WBGene00021215	886
WBGene00021215	861
WBGene00021215	864
WBGene00021215	651
WBGene00021215	417
WBGene00021216	1059
WBGene00021217	1059
WBGene00021219	1428
WBGene00021219	843
WBGene00021219	96
WBGene00021220	1437
WBGene00021220	225
WBGene00021221	819
WBGene00021222	1206
WBGene00021222	1077
WBGene00021222	945
WBGene00021222	816
WBGene00021223	1377
WBGene00021223	204
WBGene00021224	891
WBGene00021226	1398
WBGene00021226	573
WBGene00021227	1635
WBGene00021227	1179
WBGene00021227	219
WBGene00021228	954
WBGene00021232	1165
WBGene00021235	1731
WBGene00021236	483
WBGene00021237	1906
WBGene00021238	3310
WBGene00021238	1794
WBGene00021239	2385
WBGene00021239	363
WBGene00021241	189
WBGene00021243	273
WBGene00021244	1196
WBGene00021245	471
WBGene00021245	661
WBGene00021246	1253
WBGene00021247	2640
WBGene00021247	2574
WBGene00021248	558
WBGene00021249	1322
WBGene00021249	1320
WBGene00021251	186
WBGene00021252	1224
WBGene00021253	539
WBGene00021254	892
WBGene00021256	4120
WBGene00021257	277
WBGene00021259	901
WBGene00021260	1316
WBGene00021260	1340
WBGene00021261	2304
WBGene00021262	1768
WBGene00021263	289
WBGene00021264	1156
WBGene00021264	1039
WBGene00021266	975
WBGene00021267	507
WBGene00021268	544
WBGene00021268	567
WBGene00021269	664
WBGene00021269	519
WBGene00021270	1058
WBGene00021271	1255
WBGene00021271	183
WBGene00021272	759
WBGene00021272	707
WBGene00021274	657
WBGene00021275	1513
WBGene00021276	2265
WBGene00021277	2327
WBGene00021277	954
WBGene00021277	837
WBGene00021279	1177
WBGene00021280	216
WBGene00021281	3367
WBGene00021281	3302
WBGene00021281	4015
WBGene00021281	897
WBGene00021282	1983
WBGene00021284	474
WBGene00021285	234
WBGene00021286	1082
WBGene00021286	498
WBGene00021287	1858
WBGene00021288	1841
WBGene00021289	592
WBGene00021290	1818
WBGene00021291	1503
WBGene00021292	3218
WBGene00021293	738
WBGene00021294	872
WBGene00021294	885
WBGene00021294	1461
WBGene00021295	1336
WBGene00021295	1348
WBGene00021295	1301
WBGene00021296	1047
WBGene00021297	1108
WBGene00021298	1590
WBGene00021299	591
WBGene00021300	384
WBGene00021301	438
WBGene00021301	336
WBGene00021301	243
WBGene00021301	306
WBGene00021302	1046
WBGene00021302	426
WBGene00021303	872
WBGene00021304	2689
WBGene00021304	600
WBGene00021304	666
WBGene00021304	2750
WBGene00021304	1164
WBGene00021304	1230
WBGene00021305	1680
WBGene00021305	1748
WBGene00021305	531
WBGene00021309	1529
WBGene00021309	1422
WBGene00021309	2286
WBGene00021309	1407
WBGene00021309	825
WBGene00021309	531
WBGene00021310	1287
WBGene00021311	1878
WBGene00021311	2213
WBGene00021312	804
WBGene00021313	2223
WBGene00021314	1039
WBGene00021314	995
WBGene00021315	1894
WBGene00021315	1905
WBGene00021316	11878
WBGene00021316	11919
WBGene00021316	11049
WBGene00021316	10656
WBGene00021316	10668
WBGene00021316	10644
WBGene00021319	1239
WBGene00021320	2796
WBGene00021320	2502
WBGene00021321	741
WBGene00021322	873
WBGene00021323	1395
WBGene00021323	1370
WBGene00021324	2492
WBGene00021324	2359
WBGene00021324	2376
WBGene00021324	4018
WBGene00021324	2427
WBGene00021324	2436
WBGene00021324	2457
WBGene00021324	2121
WBGene00021324	2001
WBGene00021324	1992
WBGene00021325	786
WBGene00021326	1691
WBGene00021327	1332
WBGene00021328	1514
WBGene00021329	2481
WBGene00021329	2133
WBGene00021329	1116
WBGene00021329	528
WBGene00021329	2652
WBGene00021329	2418
WBGene00021331	414
WBGene00021332	2671
WBGene00021332	900
WBGene00021332	234
WBGene00021333	716
WBGene00021333	985
WBGene00021333	303
WBGene00021334	1791
WBGene00021335	315
WBGene00021336	261
WBGene00021336	660
WBGene00021337	1156
WBGene00021337	666
WBGene00021338	707
WBGene00021339	838
WBGene00021339	969
WBGene00021339	1647
WBGene00021340	1139
WBGene00021340	510
WBGene00021343	2442
WBGene00021343	2046
WBGene00021344	3978
WBGene00021344	3060
WBGene00021345	562
WBGene00021345	625
WBGene00021346	1334
WBGene00021347	343
WBGene00021348	443
WBGene00021349	1189
WBGene00021349	1206
WBGene00021349	1123
WBGene00021349	884
WBGene00021349	1192
WBGene00021350	481
WBGene00021350	306
WBGene00021351	1863
WBGene00021351	1546
WBGene00021352	1314
WBGene00021352	1336
WBGene00021352	972
WBGene00021352	909
WBGene00021352	594
WBGene00021352	354
WBGene00021352	490
WBGene00021352	117
WBGene00021352	1375
WBGene00021353	1535
WBGene00021353	1062
WBGene00021354	1670
WBGene00021355	2703
WBGene00021355	2721
WBGene00021355	2712
WBGene00021355	2523
WBGene00021357	1332
WBGene00021358	707
WBGene00021358	396
WBGene00021359	1095
WBGene00021362	3311
WBGene00021362	3132
WBGene00021362	2961
WBGene00021363	3060
WBGene00021364	474
WBGene00021365	3321
WBGene00021365	2535
WBGene00021366	1089
WBGene00021366	1165
WBGene00021366	1099
WBGene00021367	1556
WBGene00021367	741
WBGene00021368	1604
WBGene00021369	1487
WBGene00021370	1266
WBGene00021370	1338
WBGene00021370	1222
WBGene00021370	1500
WBGene00021370	1131
WBGene00021370	1131
WBGene00021371	1164
WBGene00021372	1668
WBGene00021372	1491
WBGene00021373	1517
WBGene00021374	201
WBGene00021374	919
WBGene00021375	821
WBGene00021375	985
WBGene00021375	927
WBGene00021375	923
WBGene00021375	930
WBGene00021375	965
WBGene00021375	921
WBGene00021376	580
WBGene00021376	222
WBGene00021377	1978
WBGene00021378	539
WBGene00021379	556
WBGene00021379	261
WBGene00021381	1593
WBGene00021381	1790
WBGene00021382	1593
WBGene00021382	1580
WBGene00021382	1404
WBGene00021383	300
WBGene00021384	372
WBGene00021385	291
WBGene00021386	1450
WBGene00021386	1409
WBGene00021387	1877
WBGene00021388	1239
WBGene00021389	2015
WBGene00021390	1227
WBGene00021391	1755
WBGene00021392	801
WBGene00021394	1572
WBGene00021394	1566
WBGene00021394	1593
WBGene00021394	1566
WBGene00021395	1246
WBGene00021395	1012
WBGene00021395	1191
WBGene00021396	2016
WBGene00021396	1945
WBGene00021397	1230
WBGene00021398	600
WBGene00021400	617
WBGene00021401	797
WBGene00021402	1819
WBGene00021402	1621
WBGene00021403	786
WBGene00021404	2373
WBGene00021405	720
WBGene00021406	4565
WBGene00021406	4663
WBGene00021406	4698
WBGene00021406	4655
WBGene00021407	786
WBGene00021408	2373
WBGene00021409	720
WBGene00021410	768
WBGene00021412	1743
WBGene00021413	987
WBGene00021414	381
WBGene00021415	1154
WBGene00021415	1251
WBGene00021415	1158
WBGene00021416	689
WBGene00021417	920
WBGene00021419	1821
WBGene00021419	489
WBGene00021420	686
WBGene00021421	1022
WBGene00021421	1043
WBGene00021421	579
WBGene00021421	600
WBGene00021423	5215
WBGene00021423	3042
WBGene00021425	2376
WBGene00021425	2374
WBGene00021427	435
WBGene00021428	671
WBGene00021430	3860
WBGene00021430	3469
WBGene00021430	2832
WBGene00021433	795
WBGene00021434	947
WBGene00021435	1857
WBGene00021435	1007
WBGene00021436	1116
WBGene00021437	1252
WBGene00021439	2001
WBGene00021439	1812
WBGene00021439	1719
WBGene00021439	1646
WBGene00021439	1395
WBGene00021440	2180
WBGene00021441	226
WBGene00021442	1450
WBGene00021442	1236
WBGene00021442	1345
WBGene00021443	1939
WBGene00021443	1715
WBGene00021444	3811
WBGene00021444	1728
WBGene00021446	1258
WBGene00021448	2455
WBGene00021448	1767
WBGene00021449	2251
WBGene00021449	1950
WBGene00021450	2469
WBGene00021451	2400
WBGene00021452	673
WBGene00021454	981
WBGene00021456	1858
WBGene00021456	1718
WBGene00021457	219
WBGene00021457	1276
WBGene00021457	195
WBGene00021458	485
WBGene00021458	168
WBGene00021460	2043
WBGene00021460	2036
WBGene00021460	930
WBGene00021460	924
WBGene00021461	3008
WBGene00021461	2838
WBGene00021463	2989
WBGene00021464	1647
WBGene00021465	1789
WBGene00021465	1797
WBGene00021466	1682
WBGene00021467	1405
WBGene00021467	1260
WBGene00021468	2280
WBGene00021469	3184
WBGene00021470	1950
WBGene00021470	1516
WBGene00021471	2000
WBGene00021472	803
WBGene00021473	1737
WBGene00021474	3343
WBGene00021474	2319
WBGene00021474	3452
WBGene00021474	1092
WBGene00021475	412
WBGene00021476	1483
WBGene00021476	1131
WBGene00021476	117
WBGene00021477	870
WBGene00021478	507
WBGene00021479	2232
WBGene00021479	2229
WBGene00021479	1254
WBGene00021482	3124
WBGene00021482	1215
WBGene00021482	1002
WBGene00021484	615
WBGene00021485	372
WBGene00021486	562
WBGene00021486	525
WBGene00021487	868
WBGene00021487	558
WBGene00021488	948
WBGene00021488	933
WBGene00021490	1085
WBGene00021490	960
WBGene00021490	969
WBGene00021490	1090
WBGene00021491	815
WBGene00021492	753
WBGene00021493	1433
WBGene00021493	903
WBGene00021494	1256
WBGene00021495	859
WBGene00021496	6882
WBGene00021496	7023
WBGene00021496	4071
WBGene00021496	3465
WBGene00021496	4110
WBGene00021496	4251
WBGene00021496	6534
WBGene00021496	4398
WBGene00021496	3306
WBGene00021496	7068
WBGene00021496	4398
WBGene00021496	4437
WBGene00021496	7209
WBGene00021496	3318
WBGene00021496	4290
WBGene00021496	4350
WBGene00021496	4239
WBGene00021497	2329
WBGene00021497	2605
WBGene00021497	1443
WBGene00021497	2272
WBGene00021497	2236
WBGene00021497	1102
WBGene00021500	534
WBGene00021502	2121
WBGene00021502	786
WBGene00021503	1647
WBGene00021504	838
WBGene00021505	1281
WBGene00021506	1887
WBGene00021506	1752
WBGene00021506	1539
WBGene00021506	144
WBGene00021506	1904
WBGene00021507	2086
WBGene00021507	2192
WBGene00021507	2505
WBGene00021508	2008
WBGene00021508	483
WBGene00021508	420
WBGene00021508	1396
WBGene00021508	489
WBGene00021508	426
WBGene00021509	1880
WBGene00021509	1821
WBGene00021510	2403
WBGene00021510	1411
WBGene00021511	1128
WBGene00021512	2788
WBGene00021512	2787
WBGene00021513	1305
WBGene00021513	1377
WBGene00021514	1135
WBGene00021514	201
WBGene00021515	786
WBGene00021515	2115
WBGene00021515	734
WBGene00021516	636
WBGene00021517	1190
WBGene00021518	1483
WBGene00021519	1411
WBGene00021522	2006
WBGene00021522	1993
WBGene00021522	1254
WBGene00021522	954
WBGene00021524	1339
WBGene00021525	674
WBGene00021526	861
WBGene00021527	1428
WBGene00021528	1678
WBGene00021528	3201
WBGene00021528	3036
WBGene00021528	2601
WBGene00021528	660
WBGene00021529	1400
WBGene00021529	1468
WBGene00021530	846
WBGene00021531	1168
WBGene00021532	415
WBGene00021533	1282
WBGene00021533	1441
WBGene00021534	2783
WBGene00021534	2543
WBGene00021534	2707
WBGene00021534	2058
WBGene00021534	2482
WBGene00021534	1545
WBGene00021535	2177
WBGene00021535	1590
WBGene00021536	1834
WBGene00021536	1901
WBGene00021537	843
WBGene00021538	1893
WBGene00021538	1856
WBGene00021539	2431
WBGene00021540	478
WBGene00021541	1153
WBGene00021542	1496
WBGene00021543	575
WBGene00021544	1176
WBGene00021545	1752
WBGene00021545	1240
WBGene00021545	1730
WBGene00021545	1901
WBGene00021545	1913
WBGene00021545	1431
WBGene00021545	498
WBGene00021545	207
WBGene00021546	1207
WBGene00021546	672
WBGene00021547	665
WBGene00021547	267
WBGene00021547	120
WBGene00021548	410
WBGene00021549	2741
WBGene00021551	2889
WBGene00021551	2869
WBGene00021551	2900
WBGene00021552	1423
WBGene00021552	1254
WBGene00021552	1259
WBGene00021552	1122
WBGene00021552	768
WBGene00021553	1681
WBGene00021554	1153
WBGene00021554	1149
WBGene00021555	3439
WBGene00021555	3012
WBGene00021555	2058
WBGene00021556	1434
WBGene00021556	1307
WBGene00021557	504
WBGene00021558	1293
WBGene00021558	249
WBGene00021559	2008
WBGene00021559	258
WBGene00021560	2053
WBGene00021560	1173
WBGene00021560	933
WBGene00021561	1758
WBGene00021561	1346
WBGene00021561	1281
WBGene00021561	1113
WBGene00021561	540
WBGene00021562	2444
WBGene00021563	1220
WBGene00021563	459
WBGene00021563	399
WBGene00021564	1463
WBGene00021564	1708
WBGene00021564	876
WBGene00021565	1255
WBGene00021566	384
WBGene00021567	1296
WBGene00021568	1041
WBGene00021569	1017
WBGene00021570	1023
WBGene00021571	864
WBGene00021572	972
WBGene00021572	687
WBGene00021572	117
WBGene00021573	1020
WBGene00021576	1644
WBGene00021578	3516
WBGene00021579	1793
WBGene00021580	1377
WBGene00021581	1495
WBGene00021582	1465
WBGene00021583	1482
WBGene00021585	1475
WBGene00021586	1230
WBGene00021587	1857
WBGene00021589	2928
WBGene00021589	2066
WBGene00021589	1726
WBGene00021590	1274
WBGene00021591	555
WBGene00021592	198
WBGene00021593	708
WBGene00021594	1464
WBGene00021595	4187
WBGene00021595	4262
WBGene00021596	1032
WBGene00021597	1452
WBGene00021597	2365
WBGene00021597	2494
WBGene00021597	552
WBGene00021597	1242
WBGene00021597	1053
WBGene00021597	1236
WBGene00021597	1404
WBGene00021597	1194
WBGene00021599	264
WBGene00021599	1156
WBGene00021600	360
WBGene00021600	129
WBGene00021600	228
WBGene00021601	1935
WBGene00021601	822
WBGene00021602	1754
WBGene00021602	558
WBGene00021603	1776
WBGene00021605	1190
WBGene00021607	1144
WBGene00021608	337
WBGene00021609	1470
WBGene00021610	1074
WBGene00021610	1072
WBGene00021611	1031
WBGene00021612	744
WBGene00021613	3497
WBGene00021614	1598
WBGene00021615	1167
WBGene00021616	434
WBGene00021617	672
WBGene00021619	436
WBGene00021620	427
WBGene00021621	373
WBGene00021623	464
WBGene00021624	678
WBGene00021625	936
WBGene00021626	1616
WBGene00021626	1665
WBGene00021626	1023
WBGene00021626	567
WBGene00021626	294
WBGene00021627	1446
WBGene00021628	1558
WBGene00021628	1653
WBGene00021629	1770
WBGene00021629	756
WBGene00021630	742
WBGene00021631	288
WBGene00021632	1371
WBGene00021632	1366
WBGene00021633	715
WBGene00021634	2097
WBGene00021635	2645
WBGene00021635	1785
WBGene00021636	2574
WBGene00021637	1480
WBGene00021637	1533
WBGene00021637	1557
WBGene00021637	1610
WBGene00021638	1035
WBGene00021639	1514
WBGene00021640	1528
WBGene00021640	1604
WBGene00021641	956
WBGene00021643	5268
WBGene00021644	1470
WBGene00021644	931
WBGene00021645	1682
WBGene00021645	1572
WBGene00021645	1730
WBGene00021645	1532
WBGene00021645	1697
WBGene00021646	834
WBGene00021647	832
WBGene00021648	701
WBGene00021648	566
WBGene00021649	1448
WBGene00021650	707
WBGene00021653	590
WBGene00021654	1595
WBGene00021655	1455
WBGene00021656	1716
WBGene00021657	3102
WBGene00021658	728
WBGene00021660	2754
WBGene00021661	2227
WBGene00021661	2165
WBGene00021666	1070
WBGene00021667	1455
WBGene00021671	1069
WBGene00021675	2101
WBGene00021676	1605
WBGene00021677	1407
WBGene00021677	942
WBGene00021678	3575
WBGene00021679	1741
WBGene00021681	4965
WBGene00021681	4912
WBGene00021682	389
WBGene00021682	66
WBGene00021683	3142
WBGene00021683	3132
WBGene00021683	1245
WBGene00021683	294
WBGene00021685	3290
WBGene00021685	3283
WBGene00021685	2067
WBGene00021685	1932
WBGene00021685	1515
WBGene00021685	642
WBGene00021686	2466
WBGene00021686	1455
WBGene00021686	1203
WBGene00021686	549
WBGene00021687	769
WBGene00021689	3892
WBGene00021689	2649
WBGene00021689	2613
WBGene00021689	1713
WBGene00021689	483
WBGene00021690	348
WBGene00021691	1051
WBGene00021691	1141
WBGene00021691	1202
WBGene00021691	579
WBGene00021692	483
WBGene00021693	1175
WBGene00021694	464
WBGene00021697	8158
WBGene00021698	3691
WBGene00021698	3950
WBGene00021700	935
WBGene00021700	903
WBGene00021701	310
WBGene00021701	396
WBGene00021702	1360
WBGene00021702	1338
WBGene00021703	2252
WBGene00021704	1148
WBGene00021706	896
WBGene00021707	894
WBGene00021708	951
WBGene00021709	1712
WBGene00021709	2104
WBGene00021709	1753
WBGene00021710	1738
WBGene00021713	1809
WBGene00021714	2104
WBGene00021714	2162
WBGene00021714	1011
WBGene00021714	1005
WBGene00021714	1008
WBGene00021714	1005
WBGene00021715	849
WBGene00021716	714
WBGene00021717	679
WBGene00021718	276
WBGene00021718	280
WBGene00021719	1120
WBGene00021720	1222
WBGene00021721	1416
WBGene00021721	1158
WBGene00021722	1056
WBGene00021724	781
WBGene00021725	1119
WBGene00021726	1101
WBGene00021727	732
WBGene00021728	246
WBGene00021729	302
WBGene00021729	237
WBGene00021730	619
WBGene00021731	626
WBGene00021732	1622
WBGene00021732	1750
WBGene00021732	1748
WBGene00021732	1633
WBGene00021733	2395
WBGene00021733	1901
WBGene00021734	1277
WBGene00021735	2547
WBGene00021735	2073
WBGene00021735	1350
WBGene00021735	2208
WBGene00021736	721
WBGene00021736	591
WBGene00021738	2096
WBGene00021738	882
WBGene00021738	1320
WBGene00021739	481
WBGene00021740	1161
WBGene00021740	816
WBGene00021740	765
WBGene00021740	414
WBGene00021741	2166
WBGene00021741	831
WBGene00021743	2463
WBGene00021743	1278
WBGene00021743	1278
WBGene00021743	1278
WBGene00021743	1278
WBGene00021743	1278
WBGene00021744	1154
WBGene00021745	1456
WBGene00021748	2070
WBGene00021748	228
WBGene00021749	3254
WBGene00021749	195
WBGene00021750	899
WBGene00021751	2349
WBGene00021751	1158
WBGene00021752	2411
WBGene00021753	2238
WBGene00021753	3405
WBGene00021754	3572
WBGene00021755	596
WBGene00021756	2285
WBGene00021756	2119
WBGene00021757	1095
WBGene00021758	516
WBGene00021763	1073
WBGene00021763	633
WBGene00021763	381
WBGene00021764	1250
WBGene00021764	693
WBGene00021765	1989
WBGene00021765	1473
WBGene00021765	1167
WBGene00021765	492
WBGene00021765	246
WBGene00021766	1777
WBGene00021768	761
WBGene00021771	1267
WBGene00021771	1192
WBGene00021771	894
